requestDate,requestSize,request,responseDate,responseSize,totalResults
2003-03-01 19:17:07.913000,160,parox,2003-03-01 19:17:07.921000,21756,8
2003-03-01 19:16:54.732000,156,C,2003-03-01 19:16:54.836000,66451,3853
2003-03-01 19:20:00.254000,163,Lamictal,2003-03-01 19:20:00.272000,26040,13
2003-03-01 19:26:54.256000,159,elav,2003-03-01 19:26:54.263000,41,0
2003-03-01 19:27:18.584000,167,amitriptylin,2003-03-01 19:27:18.593000,14816,3
2003-03-01 19:29:11.918000,164,lorazepam,2003-03-01 19:29:11.934000,16475,8
2003-03-01 19:05:12.184000,164,temazepam,2003-03-01 19:05:12.195000,8353,2
2003-03-01 19:06:48.908000,159,bupr,2003-03-01 19:06:48.936000,56176,20
2003-03-01 19:04:38.099000,168,bupropion HCl,2003-03-01 19:04:38.107000,17672,8
2003-03-01 19:06:45.452000,160,bupro,2003-03-01 19:06:45.534000,21763,10
2003-03-01 19:18:00.547000,172,dextroamphetamine,2003-03-01 19:18:00.597000,46638,11
2003-03-01 19:11:21.100000,162,addera,2003-03-01 19:11:21.113000,12872,2
2003-03-01 19:11:31.758000,160,lamot,2003-03-01 19:11:31.765000,47667,19
2003-03-01 19:11:31.495000,159,lamo,2003-03-01 19:11:31.503000,47667,19
2003-03-01 19:08:05.717000,160,bsend,2003-03-01 19:08:05.723000,41,0
2003-03-01 19:08:13.942000,160,loraz,2003-03-01 19:08:13.957000,16475,8
2003-03-01 19:11:32.930000,161,Zoloft,2003-03-01 19:11:32.937000,4332,2
2003-03-01 19:30:14.778000,162,Abilify,2003-03-01 19:30:14.784000,10053,3
2003-03-01 19:30:17.707000,166,fluvoxamine,2003-03-01 19:30:17.713000,5019,2
2003-03-01 19:29:44.796000,161,cipro,2003-03-01 19:29:44.806000,27865,17
2003-03-01 19:32:05.660000,156,R,2003-03-01 19:32:05.703000,93438,1032
2003-03-01 19:30:19.673000,160,lamic,2003-03-01 19:30:19.684000,26040,13
2003-03-01 19:32:18.865000,162,getzima,2003-03-01 19:32:18.871000,41,0
2003-03-01 19:32:20.822000,158,fet,2003-03-01 19:32:20.828000,4907,2
2003-03-01 19:25:21.844000,165,citalopram,2003-03-01 19:25:21.849000,7989,3
2003-03-01 19:25:21.945000,165,citalopram,2003-03-01 19:25:21.951000,7989,3
2003-03-01 19:33:09.103000,161,loraze,2003-03-01 19:33:09.122000,16475,8
2003-03-01 19:33:09.667000,163,lorazepa,2003-03-01 19:33:09.682000,16475,8
2003-03-01 19:32:18.014000,164,RISPERIDO,2003-03-01 19:32:18.024000,30148,8
2003-03-01 19:32:21.993000,162,fetzima,2003-03-01 19:32:21.999000,4907,2
2003-03-01 19:34:17.388000,166,Adderall XR,2003-03-01 19:34:17.398000,6300,1
2003-03-01 20:10:40.350000,165,escitalopr,2003-03-01 20:10:40.358000,8022,3
2003-03-01 20:18:40.150000,159,addr,2003-03-01 20:18:40.179000,41,0
2003-03-01 20:18:41.625000,160,adder,2003-03-01 20:18:41.640000,12872,2
2003-03-01 20:18:41.842000,161,addera,2003-03-01 20:18:41.855000,12872,2
2003-03-01 20:11:39.346000,175,escitalopram oxalate,2003-03-01 20:11:39.353000,8022,3
2003-03-01 20:09:10.012000,156,c,2003-03-01 20:09:10.123000,66451,3853
2003-03-01 20:09:14.600000,158,bup,2003-03-01 20:09:14.661000,155800,53
2003-03-01 20:01:43.121000,161,bulloc,2003-03-01 20:01:43.126000,41,0
2003-03-01 20:09:10.198000,157,co,2003-03-01 20:09:10.257000,69669,1385
2003-03-01 20:07:53.407000,162,Vyvanse,2003-03-01 20:07:53.424000,12068,2
2003-03-01 20:08:03.757000,166,propranolol,2003-03-01 20:08:03.769000,24266,9
2003-03-01 20:17:00.079000,166,Adderall XR,2003-03-01 20:17:00.092000,6300,1
2003-03-01 20:17:08.790000,163,Klonopin,2003-03-01 20:17:08.797000,2920,1
2003-03-01 20:25:17.772000,158,add,2003-03-01 20:25:17.790000,13867,3
2003-03-01 20:26:11.601000,158,ace,2003-03-01 20:26:11.638000,73824,501
2003-03-01 20:26:04.270000,164,acetohydr,2003-03-01 20:26:04.276000,41,0
2003-03-01 20:23:25.849000,161,Prozac,2003-03-01 20:23:25.856000,3190,1
2003-03-01 20:28:50.285000,157,ad,2003-03-01 20:28:50.323000,76347,390
2003-03-01 20:28:50.876000,161,addera,2003-03-01 20:28:50.895000,12872,2
2003-03-01 20:28:49.911000,156,a,2003-03-01 20:28:50.079000,77258,3487
2003-03-01 20:28:23.392000,161,Prozac,2003-03-01 20:28:23.398000,3190,1
2003-03-01 20:28:30.372000,160,tami,2003-03-01 20:28:30.378000,3861,2
2003-03-01 20:28:30.633000,162,tamifl,2003-03-01 20:28:30.682000,3861,2
2003-03-01 20:28:30.872000,163,tamiflu,2003-03-01 20:28:30.877000,3861,2
2003-03-01 20:39:37.419000,163,Adderall,2003-03-01 20:39:37.439000,12872,2
2003-03-01 20:40:01.072000,158,irb,2003-03-01 20:40:01.080000,10268,4
2003-03-01 20:40:03.053000,164,acetamino,2003-03-01 20:40:03.088000,70950,321
2003-03-01 20:35:08.488000,161,Addera,2003-03-01 20:35:08.504000,12872,2
2003-03-01 20:37:10.572000,163,Adderall,2003-03-01 20:37:10.590000,12872,2
2003-03-01 20:38:06.914000,156,f,2003-03-01 20:38:06.986000,75155,2085
2003-03-01 20:38:07.787000,159,fent,2003-03-01 20:38:07.941000,107285,21
2003-03-01 20:31:17.736000,156,L,2003-03-01 20:31:17.793000,73828,1778
2003-03-01 20:31:18.839000,160,Lisin,2003-03-01 20:31:18.848000,23766,6
2003-03-01 20:33:38.623000,167,chlorthalido,2003-03-01 20:33:38.630000,11542,6
2003-03-01 20:34:30.378000,157,ut,2003-03-01 20:34:30.384000,5364,5
2003-03-01 20:33:38.322000,166,chlorthalid,2003-03-01 20:33:38.328000,11542,6
2003-03-01 20:34:16.444000,165,gabapentin,2003-03-01 20:34:16.453000,23916,11
2003-03-01 20:31:20.592000,165,Lisinopril,2003-03-01 20:31:20.602000,23766,6
2003-03-01 20:32:16.417000,158,d m,2003-03-01 20:32:16.467000,52801,665
2003-03-01 20:47:48.462000,159,Namz,2003-03-01 20:47:48.469000,4925,2
2003-03-01 20:51:47.305000,157,ox,2003-03-01 20:51:47.360000,101669,146
2003-03-01 20:52:51.880000,161,tamif,2003-03-01 20:52:51.885000,3861,2
2003-03-01 20:52:53.080000,163,tamiflu,2003-03-01 20:52:53.086000,3861,2
2003-03-01 20:55:34.516000,160,sertr,2003-03-01 20:55:34.522000,9279,4
2003-03-01 20:55:34.754000,164,sertralin,2003-03-01 20:55:34.759000,9279,4
2003-03-01 20:48:54.426000,162,Vyvanse,2003-03-01 20:48:54.439000,12068,2
2003-03-01 20:47:49.636000,163,Namzaric,2003-03-01 20:47:49.643000,4925,2
2003-03-01 20:48:18.017000,156,v,2003-03-01 20:48:18.068000,77010,1232
2003-03-01 20:45:06.921000,161,Levsin,2003-03-01 20:45:06.928000,3316,3
2003-03-01 21:01:28.589000,166,metoprolol,2003-03-01 21:01:28.601000,31434,12
2003-03-01 21:00:23.740000,164,Strattera,2003-03-01 21:00:23.747000,6536,1
2003-03-01 21:12:54.442000,163,Lamictal,2003-03-01 21:12:54.449000,26040,13
2003-03-01 21:11:33.838000,158,LAM,2003-03-01 21:11:33.852000,70232,37
2003-03-01 21:11:40.455000,158,LAm,2003-03-01 21:11:40.469000,70232,37
2003-03-01 21:03:55.053000,159,topa,2003-03-01 21:03:55.061000,5862,2
2003-03-01 21:03:57.335000,162,topamax,2003-03-01 21:03:57.342000,5862,2
2003-03-01 21:35:41.337000,163,losarta,2003-03-01 21:35:41.344000,12930,4
2003-03-01 21:35:28.567000,161,levsin,2003-03-01 21:35:28.599000,3316,3
2003-03-01 21:38:28.067000,162,roxanol,2003-03-01 21:38:28.072000,41,0
2003-03-01 21:38:35.115000,158,mor,2003-03-01 21:38:35.194000,96740,32
2003-03-01 22:01:50.654000,164,lidocaine,2003-03-01 22:01:50.674000,81853,132
2003-03-01 21:42:38.322000,158,tiz,2003-03-01 21:42:38.330000,11144,5
2003-03-01 21:41:55.675000,160,orst,2003-03-01 21:41:55.680000,41,0
2003-03-01 22:03:54.242000,162,lidocai,2003-03-01 22:03:54.263000,81853,134
2003-03-01 21:48:53.124000,161,Celexa,2003-03-01 21:48:53.132000,3123,1
2003-03-01 19:03:09.962000,159,lora,2003-03-01 19:03:09.987000,65636,48
2003-03-01 19:00:27.481000,156,c,2003-03-01 19:00:27.591000,66451,3853
2003-03-01 19:00:28.913000,160,conte,2003-03-01 19:00:28.917000,41,0
2003-03-01 19:00:29.997000,164,contempla,2003-03-01 19:00:30.002000,41,0
2003-03-01 19:13:02.085000,163,trintell,2003-03-01 19:13:02.093000,2880,1
2003-03-01 19:15:03.073000,164,bupropion,2003-03-01 19:15:03.082000,21763,10
2003-03-01 19:15:00.077000,164,buproprio,2003-03-01 19:15:00.083000,41,0
2003-03-01 19:08:09.215000,162,benadry,2003-03-01 19:08:09.222000,11063,10
2003-03-01 19:01:19.892000,157,ve,2003-03-01 19:01:19.916000,90463,123
2003-03-01 19:00:30.124000,162,contempl,2003-03-01 19:00:30.154000,41,0
2003-03-01 19:01:13.855000,163,buproprio,2003-03-01 19:01:13.860000,41,0
2003-03-01 19:01:13.497000,173,Dexedrine Spansule,2003-03-01 19:01:13.504000,3033,1
2003-03-01 19:01:08.099000,163,cotempla,2003-03-01 19:01:08.107000,2935,1
2003-03-01 19:01:08.256000,162,cotempla,2003-03-01 19:01:08.263000,2935,1
2003-03-01 19:00:57.481000,160,cotme,2003-03-01 19:00:57.486000,41,0
2003-03-01 19:00:59.118000,161,cotempt,2003-03-01 19:00:59.123000,41,0
2003-03-01 19:02:30.228000,161,tamiflu,2003-03-01 19:02:30.233000,3861,2
2003-03-01 19:02:34.185000,165,oseltamivir,2003-03-01 19:02:34.192000,7682,4
2003-03-01 19:15:52.741000,162,seroque,2003-03-01 19:15:52.762000,12330,3
2003-03-01 19:15:56.699000,157,av,2003-03-01 19:15:56.720000,57069,57
2003-03-01 19:12:25.761000,163,ursodiol,2003-03-01 19:12:25.767000,6310,5
2003-03-01 23:06:00.357000,158,mor,2003-03-01 23:06:00.431000,96740,32
2003-03-01 23:04:19.910000,163,atropine,2003-03-01 23:04:20.006000,22721,16
2003-03-01 23:05:25.645000,163,vyvanse,2003-03-01 23:05:25.660000,12068,2
2003-03-01 22:59:28.217000,174,Normal Saline Flush,2003-03-01 22:59:28.223000,1078,1
2003-03-01 23:02:51.449000,162,senna s,2003-03-01 23:02:51.468000,19546,17
2003-03-01 23:00:14.849000,161,dilau,2003-03-01 23:00:14.860000,7623,3
2003-03-01 22:57:53.633000,164,Augmentin,2003-03-01 22:57:53.641000,7198,4
2003-03-01 22:29:57.092000,163,morphine,2003-03-01 22:29:57.229000,91613,28
2003-03-01 22:56:59.001000,163,miralax,2003-03-01 22:56:59.016000,2386,2
2003-03-01 22:56:33.172000,164,Augmentin,2003-03-01 22:56:33.179000,7198,4
2003-03-01 22:56:33.228000,164,Augmentin,2003-03-01 22:56:33.233000,7198,4
2003-03-01 22:52:17.050000,160,Dila,2003-03-01 22:52:17.059000,15558,9
2003-03-01 22:55:47.368000,164,Augmentin,2003-03-01 22:55:47.373000,7198,4
2003-03-02 00:51:20.197000,161,dulcol,2003-03-02 00:51:20.203000,3562,3
2003-03-02 00:25:04.504000,158,oxy,2003-03-02 00:25:04.554000,98462,63
2003-03-01 22:47:22.514000,183,trimethoprim-sulfamethoxazol,2003-03-01 22:47:22.523000,7670,5
2003-03-01 23:07:30.884000,159,lora,2003-03-01 23:07:30.961000,65636,48
2003-03-01 23:08:54.962000,163,acetamin,2003-03-01 23:08:54.992000,70950,346
2003-03-01 23:09:32.336000,160,levsi,2003-03-01 23:09:32.342000,3316,3
2003-03-01 23:41:16.589000,162,Remeron,2003-03-01 23:41:16.599000,5917,2
2003-03-01 23:30:54.608000,164,morphine,2003-03-01 23:30:54.667000,91613,28
2003-03-01 23:33:48.224000,168,atorvastatin,2003-03-01 23:33:48.233000,27052,4
2003-03-01 23:35:20.033000,158,Ben,2003-03-01 23:35:20.054000,71013,189
2003-03-01 23:34:27.467000,160,lora,2003-03-01 23:34:27.502000,65416,48
2003-03-02 01:20:29.644000,164,trazodone,2003-03-02 01:20:29.649000,4750,1
2003-03-02 00:40:08.621000,159,amox,2003-03-02 00:40:08.632000,41962,19
2003-03-02 00:42:59.933000,162,methad,2003-03-02 00:42:59.950000,15725,11
2003-03-01 23:36:25.615000,161,Prozac,2003-03-01 23:36:25.620000,3190,1
2003-03-02 09:38:27.322000,161,Keflex,2003-03-02 09:38:27.328000,2865,1
2003-03-02 09:37:45.412000,168,Wellbutrin SR,2003-03-02 09:37:45.416000,3114,1
2003-03-02 09:41:50.080000,163,adderall,2003-03-02 09:41:50.095000,12872,2
2003-03-02 09:58:28.647000,165,gabapentin,2003-03-02 09:58:28.655000,23916,11
2003-03-02 09:58:57.198000,165,gabapentin,2003-03-02 09:58:57.206000,23916,11
2003-03-02 09:58:55.184000,157,AM,2003-03-02 09:58:55.203000,70957,197
2003-03-02 10:00:04.112000,166,amoxicillin,2003-03-02 10:00:04.118000,35911,16
2003-03-02 09:58:16.789000,165,alprazolam,2003-03-02 09:58:16.806000,22670,6
2003-03-02 09:59:08.244000,159,cymb,2003-03-02 09:59:08.249000,3390,1
2003-03-02 09:45:36.225000,166,anastrozole,2003-03-02 09:45:36.232000,3287,3
2003-03-02 09:44:01.756000,162,abilify,2003-03-02 09:44:01.762000,10053,3
2003-03-02 09:43:58.287000,157,ab,2003-03-02 09:43:58.307000,56467,32
2003-03-02 09:44:01.176000,161,abilif,2003-03-02 09:44:01.182000,10053,3
2003-03-02 09:51:55.111000,184,dextroamphetamine-amphetamine,2003-03-02 09:51:55.142000,30123,5
2003-03-02 09:52:11.165000,163,tramadol,2003-03-02 09:52:11.194000,20772,11
2003-03-02 09:52:08.118000,160,Xanax,2003-03-02 09:52:08.127000,7940,2
2003-03-02 09:53:29.751000,162,norco\,2003-03-02 09:53:29.764000,41,0
2003-03-02 09:53:30.281000,160,norco,2003-03-02 09:53:30.300000,3118,1
2003-03-02 09:53:34.766000,159,norc,2003-03-02 09:53:34.786000,3118,1
2003-03-02 09:34:10.427000,160,perco,2003-03-02 09:34:10.451000,6039,3
2003-03-02 09:34:11.160000,161,percoc,2003-03-02 09:34:11.182000,3913,1
2003-03-02 09:38:49.224000,158,dee,2003-03-02 09:38:49.230000,2099,2
2003-03-02 09:56:40.474000,178,triamcinolone acetonide,2003-03-02 09:56:40.483000,26345,18
2003-03-02 09:56:40.726000,163,Adderall,2003-03-02 09:56:40.744000,12872,2
2003-03-02 09:57:23.185000,184,butalbital-acetaminophen-caff,2003-03-02 09:57:23.218000,11395,9
2003-03-02 09:57:33.470000,160,cipro,2003-03-02 09:57:33.480000,27865,17
2003-03-02 09:55:56.475000,168,hydromorphone,2003-03-02 09:55:56.715000,63630,22
2003-03-02 10:00:40.588000,161,Risper,2003-03-02 10:00:40.599000,30148,8
2003-03-02 10:00:33.261000,164,risperdid,2003-03-02 10:00:33.268000,41,0
2003-03-02 10:00:32.667000,161,risper,2003-03-02 10:00:32.677000,30148,8
2003-03-02 09:58:19.010000,163,Adderall,2003-03-02 09:58:19.052000,12872,2
2003-03-02 09:22:47.297000,173,Depakote Sprinkles,2003-03-02 09:22:47.308000,1214,1
2003-03-02 09:21:10.862000,162,Vyvanse,2003-03-02 09:21:10.878000,12068,2
2003-03-02 09:21:28.185000,159,vali,2003-03-02 09:21:28.194000,5158,3
2003-03-02 09:21:15.327000,157,mu,2003-03-02 09:21:15.351000,61367,457
2003-03-02 09:21:21.567000,166,tobramycin,2003-03-02 09:21:21.575000,15469,14
2003-03-02 09:23:05.025000,164,metformin,2003-03-02 09:23:05.042000,81350,31
2003-03-02 09:17:15.806000,160,Norco,2003-03-02 09:17:15.838000,3118,1
2003-03-02 09:31:34.398000,163,lamictal,2003-03-02 09:31:34.408000,26040,13
2003-03-02 09:31:54.699000,163,Cardura,2003-03-02 09:31:54.704000,5836,2
2003-03-02 09:25:55.432000,164,methadone,2003-03-02 09:25:55.449000,15725,11
2003-03-02 09:25:30.560000,162,AMOXICI,2003-03-02 09:25:30.570000,38206,18
2003-03-02 09:25:28.565000,159,AMOX,2003-03-02 09:25:28.576000,41962,19
2003-03-02 09:21:27.753000,158,val,2003-03-02 09:21:27.775000,96736,53
2003-03-02 09:33:09.570000,157,la,2003-03-02 09:33:09.600000,81255,570
2003-03-02 09:33:19.844000,159,oxyc,2003-03-02 09:33:19.886000,54490,16
2003-03-02 09:30:25.640000,158,KEF,2003-03-02 09:30:25.644000,2865,1
2003-03-02 09:33:03.257000,163,tobramy,2003-03-02 09:33:03.264000,15469,14
2003-03-02 09:14:48.008000,163,fentanyl,2003-03-02 09:14:48.096000,107285,21
2003-03-02 09:34:25.552000,162,atorva,2003-03-02 09:34:25.561000,27052,4
2003-03-02 09:34:26.453000,161,atorv,2003-03-02 09:34:26.460000,27052,4
2003-03-02 09:29:33.897000,164,fioricet,2003-03-02 09:29:33.902000,1111,1
2003-03-02 09:29:16.400000,160,truli,2003-03-02 09:29:16.405000,2027,1
2003-03-02 09:19:07.242000,162,Wellbut,2003-03-02 09:19:07.248000,5313,2
2003-03-02 09:16:08.750000,160,Norco,2003-03-02 09:16:08.759000,3118,1
2003-03-02 08:40:06.925000,174,doxycycline hyclate,2003-03-02 08:40:06.933000,21627,9
2003-03-02 08:44:41.871000,161,clobet,2003-03-02 08:44:41.879000,22156,21
2003-03-02 08:44:45.932000,161,clobet,2003-03-02 08:44:45.991000,22156,21
2003-03-02 08:43:02.489000,159,huma,2003-03-02 08:43:02.506000,74133,43
2003-03-02 08:47:59.314000,177,testosterone cypionate,2003-03-02 08:47:59.348000,6273,4
2003-03-02 08:37:16.792000,161,Keflex,2003-03-02 08:37:16.799000,2865,1
2003-03-02 08:37:16.793000,161,Keflex,2003-03-02 08:37:16.799000,2865,1
2003-03-02 08:41:55.446000,159,wpi,2003-03-02 08:41:55.450000,41,0
2003-03-02 08:53:53.546000,163,bactrim,2003-03-02 08:53:53.552000,2232,2
2003-03-02 10:02:53.756000,160,duco,2003-03-02 10:02:53.760000,1172,1
2003-03-02 10:01:41.345000,160,trazo,2003-03-02 10:01:41.351000,4750,1
2003-03-02 10:01:49.250000,161,oxycod,2003-03-02 10:01:49.298000,54490,16
2003-03-02 10:01:40.771000,158,tra,2003-03-02 10:01:40.800000,72991,115
2003-03-02 10:01:49.576000,163,oxycodon,2003-03-02 10:01:49.622000,54490,16
2003-03-02 10:01:49.698000,164,oxycodone,2003-03-02 10:01:49.744000,54490,16
2003-03-02 10:05:14.427000,159,perc,2003-03-02 10:05:14.451000,7942,5
2003-03-02 10:05:14.864000,161,percod,2003-03-02 10:05:14.882000,41,0
2003-03-02 10:05:14.109000,158,per,2003-03-02 10:05:14.144000,67649,142
2003-03-02 10:07:16.283000,161,BROMFE,2003-03-02 10:07:16.290000,4178,4
2003-03-02 10:03:55.351000,161,stool,2003-03-02 10:03:55.356000,16096,12
2003-03-02 10:12:14.687000,160,Norco,2003-03-02 10:12:14.705000,3118,1
2003-03-02 10:10:56.611000,161,remero,2003-03-02 10:10:56.618000,5917,2
2003-03-02 10:11:06.827000,174,mirtazapine) tablet,2003-03-02 10:11:06.832000,41,0
2003-03-02 10:10:56.873000,162,remeron,2003-03-02 10:10:56.880000,5917,2
2003-03-02 10:03:27.869000,160,Norco,2003-03-02 10:03:27.877000,3118,1
2003-03-02 10:00:27.952000,159,oxy,2003-03-02 10:00:28.005000,117393,63
2003-03-02 10:16:32.857000,162,bupropi,2003-03-02 10:16:32.865000,21763,10
2003-03-02 10:16:33.181000,164,bupropion,2003-03-02 10:16:33.191000,21763,10
2003-03-02 10:16:38.169000,158,Ser,2003-03-02 10:16:38.181000,41131,24
2003-03-02 10:16:38.707000,161,Sertra,2003-03-02 10:16:38.713000,9279,4
2003-03-02 10:16:44.298000,160,wellb,2003-03-02 10:16:44.304000,5313,2
2003-03-02 10:16:19.605000,158,bup,2003-03-02 10:16:19.693000,155796,53
2003-03-02 10:17:13.357000,158,MET,2003-03-02 10:17:13.393000,71374,506
2003-03-02 10:16:19.335000,157,bu,2003-03-02 10:16:19.386000,113187,897
2003-03-02 10:17:38.853000,162,fluoxet,2003-03-02 10:17:38.861000,23889,8
2003-03-02 10:17:21.473000,158,Clo,2003-03-02 10:17:21.494000,80804,111
2003-03-02 10:16:54.487000,159,SHIN,2003-03-02 10:16:54.491000,6674,7
2003-03-02 10:08:46.676000,161,proair,2003-03-02 10:08:46.682000,2351,2
2003-03-02 10:05:57.812000,165,fluoxetine,2003-03-02 10:05:57.821000,23889,8
2003-03-02 10:05:57.839000,165,fluoxetine,2003-03-02 10:05:57.849000,23889,8
2003-03-02 09:01:34.157000,160,Norco,2003-03-02 09:01:34.176000,3118,1
2003-03-02 09:01:01.295000,165,alprazolam,2003-03-02 09:01:01.317000,22670,6
2003-03-02 09:04:54.253000,161,azith,2003-03-02 09:04:54.261000,20365,13
2003-03-02 09:12:04.474000,160,Norco,2003-03-02 09:12:04.504000,3118,1
2003-03-02 09:06:54.381000,166,Hysingla ER,2003-03-02 09:06:54.404000,6497,1
2003-03-02 09:06:36.452000,160,Norco,2003-03-02 09:06:36.469000,3118,1
2003-03-02 09:11:21.623000,162,levsin,2003-03-02 09:11:21.629000,3316,3
2003-03-02 09:12:17.487000,159,Xana,2003-03-02 09:12:17.499000,7940,2
2003-03-02 09:13:06.651000,160,Norco,2003-03-02 09:13:06.671000,3118,1
2003-03-02 09:07:25.590000,164,trazodone,2003-03-02 09:07:25.596000,4750,1
2003-03-02 09:09:30.103000,163,morphine,2003-03-02 09:09:30.196000,91613,28
2003-03-02 08:57:55.829000,163,Amoxici,2003-03-02 08:57:55.838000,38206,18
2003-03-02 09:00:18.186000,160,Norco,2003-03-02 09:00:18.202000,3118,1
2003-03-02 08:58:28.455000,171,Amoxicillin 500,2003-03-02 08:58:28.460000,41,0
2003-03-02 09:02:45.687000,160,Norco,2003-03-02 09:02:45.710000,3118,1
2003-03-02 09:08:21.503000,160,Norco,2003-03-02 09:08:21.524000,3118,1
2003-03-02 08:35:08.000000,158,DOX,2003-03-02 08:35:08.013000,97341,95
2003-03-02 08:27:04.208000,158,Paz,2003-03-02 08:27:04.213000,2060,2
2003-03-02 08:27:05.509000,160,Prazo,2003-03-02 08:27:05.516000,7032,3
2003-03-02 08:16:14.934000,156,v,2003-03-02 08:16:14.977000,77010,1232
2003-03-02 08:16:15.758000,160,vista,2003-03-02 08:16:15.764000,2015,1
2003-03-02 08:14:59.212000,160,celex,2003-03-02 08:14:59.219000,3123,1
2003-03-02 08:15:31.924000,157,pr,2003-03-02 08:15:31.982000,78344,946
2003-03-02 08:15:32.694000,159,praz,2003-03-02 08:15:32.701000,8080,4
2003-03-02 08:13:21.612000,169,betamethasone,2003-03-02 08:13:21.620000,31862,29
2003-03-02 08:14:56.628000,159,cele,2003-03-02 08:14:56.636000,16155,7
2003-03-02 08:15:05.401000,164,Strattera,2003-03-02 08:15:05.406000,6536,1
2003-03-02 08:18:59.539000,159,mor,2003-03-02 08:18:59.609000,96740,32
2003-03-02 08:19:01.288000,160,morp,2003-03-02 08:19:01.352000,91613,28
2003-03-02 08:31:31.162000,162,Abilify,2003-03-02 08:31:31.169000,10053,3
2003-03-02 08:29:43.636000,159,norc,2003-03-02 08:29:43.643000,3118,1
2003-03-02 08:29:43.406000,158,nor,2003-03-02 08:29:43.428000,76716,215
2003-03-02 08:26:37.644000,160,lexap,2003-03-02 08:26:37.652000,3262,1
2003-03-02 08:10:06.974000,165,fluoxetine,2003-03-02 08:10:06.983000,23889,8
2003-03-02 08:16:15.509000,159,vist,2003-03-02 08:16:15.516000,3105,2
2003-03-02 09:27:37.914000,168,bupropion HCl,2003-03-02 09:27:37.923000,17672,8
2003-03-02 09:28:04.676000,168,bupropion HCl,2003-03-02 09:28:04.684000,17672,8
2003-03-02 09:24:55.559000,160,Norco,2003-03-02 09:24:55.568000,3118,1
2003-03-02 10:18:39.748000,161,Prozac,2003-03-02 10:18:39.753000,3190,1
2003-03-02 10:18:25.770000,157,ha,2003-03-02 10:18:25.788000,63741,83
2003-03-02 10:18:13.967000,163,nystati,2003-03-02 10:18:13.975000,19231,10
2003-03-02 10:18:22.868000,165,fluoxetine,2003-03-02 10:18:22.877000,23889,8
2003-03-02 10:18:54.434000,158,MET,2003-03-02 10:18:54.476000,71373,506
2003-03-02 10:18:54.880000,161,METFOR,2003-03-02 10:18:54.897000,81350,31
2003-03-02 10:18:52.952000,157,bi,2003-03-02 10:18:52.974000,56567,286
2003-03-02 10:18:12.462000,163,prazosin,2003-03-02 10:18:12.469000,7032,3
2003-03-02 10:09:48.014000,167,levofloxacin,2003-03-02 10:09:48.020000,14054,6
2003-03-02 04:29:40.393000,168,hydromorphone,2003-03-02 04:29:40.449000,63630,22
2003-03-02 07:46:32.697000,163,peridex,2003-03-02 07:46:32.705000,1164,1
2003-03-02 08:01:18.097000,157,pa,2003-03-02 08:01:18.121000,64615,469
2003-03-02 08:01:44.456000,160,loraz,2003-03-02 08:01:44.478000,16475,8
2003-03-02 05:57:59.991000,169,cyproheptadine,2003-03-02 05:57:59.996000,3412,3
2003-03-02 05:57:59.963000,169,cyproheptadine,2003-03-02 05:57:59.972000,3412,3
2003-03-02 06:00:18.649000,163,fentanyl,2003-03-02 06:00:18.842000,107285,21
2003-03-02 06:02:59.572000,166,ondansetron,2003-03-02 06:02:59.611000,18195,10
2003-03-02 06:03:49.776000,164,bisacodyl,2003-03-02 06:03:49.810000,28469,25
2003-03-02 07:10:00.270000,160,benzo,2003-03-02 07:10:00.290000,68107,108
2003-03-02 07:09:58.704000,157,be,2003-03-02 07:09:58.740000,77967,347
2003-03-02 07:09:59.777000,159,benz,2003-03-02 07:09:59.800000,74253,141
2003-03-02 07:17:56.073000,159,perc,2003-03-02 07:17:56.082000,7942,5
2003-03-02 07:18:16.355000,164,Risperdal,2003-03-02 07:18:16.362000,15188,4
2003-03-02 07:15:42.001000,167,Escitalopram,2003-03-02 07:15:42.007000,8022,3
2003-03-02 07:15:58.244000,166,Lexapro (es,2003-03-02 07:15:58.250000,3262,1
2003-03-02 07:27:20.580000,166,venlafaxine,2003-03-02 07:27:20.588000,17333,4
2003-03-02 07:34:05.931000,161,Ambien,2003-03-02 07:34:05.940000,4842,2
2003-03-02 07:35:06.339000,157,wa,2003-03-02 07:35:06.371000,57636,153
2003-03-02 07:45:29.807000,169,ibuprofen 800,2003-03-02 07:45:29.814000,41,0
2003-03-02 07:35:05.869000,156,w,2003-03-02 07:35:05.915000,57636,771
2003-03-02 05:38:57.309000,163,morphine,2003-03-02 05:38:57.373000,91613,28
2003-03-02 12:33:40.268000,164,clozapine,2003-03-02 12:33:40.286000,16786,5
2003-03-02 12:34:22.399000,165,quetiapine,2003-03-02 12:34:22.408000,23869,5
2003-03-02 12:35:54.181000,163,Vistaril,2003-03-02 12:35:54.188000,2015,1
2003-03-02 12:36:30.509000,159,flom,2003-03-02 12:36:30.514000,1299,1
2003-03-02 12:11:45.586000,159,losa,2003-03-02 12:11:45.593000,12930,4
2003-03-02 12:11:43.450000,166,benztropine,2003-03-02 12:11:43.456000,5533,3
2003-03-02 12:11:44.256000,156,l,2003-03-02 12:11:44.312000,73828,1778
2003-03-02 12:09:24.976000,165,quetiapine,2003-03-02 12:09:24.984000,23869,5
2003-03-02 12:09:24.251000,161,alpraz,2003-03-02 12:09:24.278000,22670,6
2003-03-02 12:09:26.755000,157,hy,2003-03-02 12:09:26.811000,90795,585
